,vehicle_id,time_stamp,latitude,longitude
425,X100080610,2020-01-28 07:29:59,7.898603,98.389305
426,X100080610,2020-01-28 07:31:59,7.895017,98.389534
427,X100080610,2020-01-28 07:33:01,7.8927,98.38971
428,X100080610,2020-01-28 07:36:01,7.891489,98.38602
429,X100080610,2020-01-28 07:41:00,7.890782000000001,98.39065
430,X100080610,2020-01-28 07:42:01,7.890314999999999,98.39518
431,X100080610,2020-01-28 07:42:59,7.889782,98.39779
432,X100080610,2020-01-28 07:43:59,7.888086,98.39834
433,X100080610,2020-01-28 07:45:01,7.887364,98.39861
434,X100080610,2020-01-28 07:47:00,7.882967999999999,98.397545
435,X100080610,2020-01-28 07:48:00,7.880631,98.39544
436,X100080610,2020-01-28 07:49:00,7.877619999999999,98.395355
437,X100080610,2020-01-28 07:50:59,7.876347,98.392166
438,X100080610,2020-01-28 07:53:00,7.87557,98.38929
439,X100080610,2020-01-28 07:54:01,7.878911,98.38542
440,X100080610,2020-01-28 07:56:00,7.875414999999999,98.379074
441,X100080610,2020-01-28 07:57:00,7.87064,98.380615
442,X100080610,2020-01-28 07:59:01,7.868411999999999,98.38063
443,X100080610,2020-01-28 08:09:01,7.859635000000001,98.36645
444,X100080610,2020-01-28 09:06:22,7.858772,98.36324
445,X100080610,2020-01-28 09:08:22,7.860833,98.367874
446,X100080610,2020-01-28 09:12:22,7.859383999999999,98.37658
447,X100080610,2020-01-28 09:15:23,7.859466,98.380325
448,X100080610,2020-01-28 09:17:23,7.867953999999999,98.380486
449,X100080610,2020-01-28 09:20:34,7.872431,98.37861
450,X100080610,2020-01-28 09:22:35,7.875888000000001,98.37928
451,X100080610,2020-01-28 09:27:34,7.876686,98.39295
